City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
281,Sinnamary,96,GF,1680569261,81,5.3833,-52.95,24.88,3.81
282,Kieta,28,PG,1680569262,67,-6.2167,155.6333,29.97,2.28
283,Upernavik,31,GL,1680569262,100,72.7868,-56.1549,-29.08,2.01
284,Eureka,42,US,1680569262,72,40.8021,-124.1637,9.03,1.34
285,Bogo,17,PH,1680569262,71,11.0517,124.0055,28.17,3.9
286,Khovd,0,MN,1680569262,12,48.0056,91.6419,-6.21,0.64
287,Mackay,22,AU,1680569228,73,-21.15,149.2,28.71,4.06
288,Dinguiraye,4,GN,1680569263,15,11.3,-10.7167,25.86,1.05
289,Fes,0,MA,1680569263,57,34.0372,-4.9998,11.14,3.6
290,Zhangye,100,CN,1680569263,66,38.9342,100.4517,1.46,10.39
291,Inuvik,20,CA,1680569108,59,68.3499,-133.7218,-10.52,3.09
292,Divnomorskoye,54,RU,1680569263,94,44.5011,38.1353,9.29,2.53
293,Épinal,0,FR,1680569264,75,48.1833,6.45,1.42,3.81
294,Tilichiki,100,RU,1680569264,88,60.4667,166.1,-10.26,5.14
295,Esim,100,GH,1680569264,85,4.8699,-2.2405,26.33,3.28
296,Valparaíso,0,CL,1680569265,57,-33.0393,-71.6273,18.89,1.03
297,Dargaville,1,NZ,1680569265,51,-35.9333,173.8833,19.77,4.3
298,Safi,0,MA,1680569265,89,32.2994,-9.2372,15.82,5.09
299,Laguna,0,US,1680569265,28,38.421,-121.4238,15.16,9.26
300,Avilés,100,ES,1680569265,79,43.5547,-5.9248,11.66,4.12
301,Pisco,0,PE,1680569107,88,-13.7,-76.2167,24.03,6.69
302,Maoming,46,CN,1680569265,80,21.65,110.9,25.96,8.18
303,Vânători,100,RO,1680569266,81,45.7333,27.25,4.62,7.93
304,Jurm,100,AF,1680569266,84,36.8648,70.8342,6.93,1.15
305,Kushiro,75,JP,1680568828,75,42.975,144.3747,5.53,4.63
306,Gizo Government Station,100,SB,1680569266,69,-8.103,156.8419,29.38,1.4
307,Diamantino,7,BR,1680569266,94,-14.4086,-56.4461,22.0,1.92
308,Jamālpur,0,BD,1680568863,76,24.9167,89.9333,22.16,4.15
309,Monrovia,67,LR,1680569107,84,6.3005,-10.7969,23.87,2.08
310,Galesburg,100,US,1680569085,49,40.9478,-90.3712,15.95,6.69
311,Yemel'yanovo,40,RU,1680569268,69,56.1681,92.6767,-0.51,6.0
312,Genhe,6,CN,1680569268,49,50.7833,121.5167,-5.35,5.58
313,Chumikan,3,RU,1680569269,62,54.7183,135.315,-2.14,9.63
314,Provost,100,CA,1680569269,93,52.3501,-110.2683,-7.75,2.58
315,Lac du Bonnet,100,CA,1680569269,80,50.2536,-96.0612,-4.18,3.47
316,Krasnosel'kup,62,RU,1680569269,94,65.7,82.4667,-26.1,3.69
317,College,75,US,1680569270,57,64.8569,-147.8028,1.99,2.06
318,Blagoyevo,91,RU,1680569270,89,63.3667,47.9167,-9.22,3.05
319,Pervomayskoye,89,RU,1680569270,82,43.919,46.7102,6.38,2.79
320,Bethel,14,US,1680569270,70,41.3712,-73.414,10.36,0.89
321,Kem',100,RU,1680569271,100,64.9555,34.5793,-16.93,2.23
322,Surgut,0,RU,1680569271,72,61.25,73.4167,-7.9,6.0
323,Maragogi,23,BR,1680569271,80,-9.0122,-35.2225,25.62,2.2
324,Vila Franca do Campo,66,PT,1680569271,79,37.7167,-25.4333,13.23,2.07
325,Corrales,0,US,1680569271,9,35.2378,-106.6067,22.58,14.4
326,Kaspiysk,100,RU,1680569271,100,42.8816,47.6392,6.1,2.0
327,Sistranda,100,NO,1680569272,84,63.7256,8.834,3.98,6.24
328,Enshi,100,CN,1680569272,95,30.3,109.4833,17.15,0.92
329,Kavieng,19,PG,1680569272,70,-2.5744,150.7967,28.73,1.75
330,Faanui,100,PF,1680569272,73,-16.4833,-151.75,28.06,3.96
331,Estevan,100,CA,1680569138,79,49.1334,-102.9842,-8.81,5.14
332,Benjamin Constant,100,BR,1680569272,98,-4.3831,-70.0311,24.07,0.49
333,Mount Isa,98,AU,1680569273,19,-20.7333,139.5,29.87,5.14
334,Harker Heights,0,US,1680569213,63,31.0835,-97.6597,30.14,10.8
335,São Filipe,74,CV,1680569273,67,14.8961,-24.4956,24.17,3.11
336,Payakumbuh,55,ID,1680569273,86,-0.2202,100.6308,23.17,1.09
337,Paris,0,FR,1680569035,66,48.8534,2.3488,6.19,4.63
338,Mineiros,0,BR,1680569273,86,-17.5694,-52.5511,19.37,1.21
339,Gaziantep,0,TR,1680569273,87,37.0594,37.3825,8.96,0.51
340,Bambous Virieux,40,MU,1680569274,88,-20.3428,57.7575,25.14,1.54
341,Oranjemund,0,NA,1680569274,89,-28.55,16.4333,14.64,4.46
342,Bathsheba,75,BB,1680569274,73,13.2167,-59.5167,26.34,7.72
343,Grand Gaube,89,MU,1680569274,79,-20.0064,57.6608,25.22,5.15
344,Fare,100,PF,1680569274,73,-16.7,-151.0167,27.76,3.68
345,Wanning,72,CN,1680569274,81,18.8003,110.3967,26.63,6.62
346,Waingapu,63,ID,1680569274,76,-9.6567,120.2641,27.63,1.79
347,Praia,21,CV,1680569275,78,14.9215,-23.5087,23.3,4.12
348,Udachny,100,RU,1680569275,77,66.4167,112.4,-14.75,8.47
349,Macusani,100,PE,1680569275,91,-14.0833,-70.4333,3.44,1.41
350,Bosaso,8,SO,1680569275,74,11.2842,49.1816,26.81,1.11
351,Ōtawara,0,JP,1680569275,44,36.8667,140.0333,15.04,1.02
352,Salalah,0,OM,1680569275,21,17.0151,54.0924,29.05,3.6
353,Yulara,99,AU,1680569276,40,-25.2406,130.9889,27.61,2.37
354,Villaviciosa,92,ES,1680569276,87,43.4813,-5.4357,11.79,3.31
355,Deputatsky,54,RU,1680569276,91,69.3,139.9,-11.87,1.48
356,Qasigiannguit,56,GL,1680569276,99,68.8193,-51.1922,-26.5,2.22
357,Ostrovnoy,8,RU,1680569276,89,68.0531,39.5131,-9.15,8.89
358,Stornoway,100,GB,1680569276,76,58.2093,-6.3865,8.98,10.29
359,Tabuk,99,PH,1680569277,82,17.4189,121.4443,24.07,1.11
360,Najrān,100,SA,1680569277,41,17.4924,44.1277,16.36,2.73
361,Kirakira,44,SB,1680569277,68,-10.4544,161.9205,30.3,3.57
362,Yurimaguas,100,PE,1680569277,93,-5.9,-76.0833,23.24,0.39
363,Sencha,94,UA,1680569277,92,50.2548,33.346,6.7,3.28
364,Campbellsville,97,US,1680569277,51,37.3434,-85.3419,17.06,3.13
365,Monywa,0,MM,1680569277,40,22.1167,95.1333,26.61,4.31
366,Coxim,1,BR,1680569277,72,-18.5067,-54.76,24.14,1.85
367,The Valley,12,AI,1680569278,77,18.217,-63.0578,26.01,8.2
368,Vardø,100,NO,1680569278,83,70.3705,31.1107,-0.38,11.21
369,Sirte,0,LY,1680569278,53,31.2089,16.5887,15.87,6.72
370,Yerbogachën,100,RU,1680569278,88,61.2767,108.0108,-4.53,7.52
371,Nālūt,0,LY,1680569279,39,30.3333,10.85,11.28,2.68
372,Balikpapan,20,ID,1680569253,94,-1.2675,116.8289,24.55,9.26
373,Sakakah,0,SA,1680569279,21,29.9697,40.2064,15.76,3.58
374,San Juan,100,AR,1680569279,44,-31.5375,-68.5364,23.36,3.19
375,Vostok,65,RU,1680569280,46,46.4856,135.8833,7.04,5.01
376,Vilhena,31,BR,1680569280,98,-12.7406,-60.1458,20.04,1.42
377,Banda Aceh,91,ID,1680569280,78,5.5577,95.3222,26.62,1.01
378,Antofagasta,55,CL,1680569280,86,-23.65,-70.4,20.6,1.67
379,Hede,100,CN,1680569280,95,33.7681,120.2517,15.69,7.72
380,Teknāf,7,BD,1680569280,83,20.8624,92.3058,23.38,1.76
381,Xichang,0,CN,1680569205,49,27.8964,102.2634,15.09,0.8
382,Araouane,0,ML,1680569281,7,18.9048,-3.5265,25.22,3.07
383,Sittwe,3,MM,1680569281,80,20.15,92.9,24.13,1.9
384,Blind River,81,CA,1680569108,86,46.1834,-82.9582,5.06,1.42
385,Tsimmerbude,10,RU,1680569281,66,54.675,20.1347,0.03,4.39
386,Newport,17,GB,1680569281,76,51.5877,-2.9984,6.3,2.56
387,Farnes,53,NO,1680569281,95,61.3167,7.8,0.49,2.22
388,Mapiripán,10,CO,1680569281,82,2.8892,-72.1256,24.67,1.71
389,Rio Verde de Mato Grosso,0,BR,1680569282,75,-18.9181,-54.8442,23.29,1.89
390,La Providencia,5,MX,1680569282,32,28.7167,-111.5833,26.23,4.22
391,Kiryat Gat,0,IL,1680569282,28,31.61,34.7642,16.71,4.06
392,Ozernovskiy,6,RU,1680569283,80,51.5,156.5167,-0.31,4.64
393,Deniliquin,27,AU,1680569283,36,-35.5333,144.9667,25.04,3.13
394,Itoman,40,JP,1680569283,64,26.1247,127.6694,22.43,8.23
395,Salina Cruz,44,MX,1680568900,71,16.1667,-95.2,28.11,5.9
396,Hasaki,0,JP,1680569284,53,35.7333,140.8333,15.22,4.98
397,Moose Factory,0,CA,1680569284,66,51.2585,-80.6094,-13.0,4.63
398,Kununurra,75,AU,1680569284,74,-15.7667,128.7333,28.99,1.54
399,Waipawa,1,NZ,1680569285,56,-41.4122,175.5153,14.64,3.12
400,Kaoma,18,ZM,1680569285,97,-14.7833,24.8,16.07,2.08
401,Te Anau,21,NZ,1680569286,51,-45.4167,167.7167,17.5,0.62
402,Edéia,0,BR,1680569286,88,-17.3383,-49.9314,19.54,1.94
403,Galle,89,LK,1680569286,83,6.0367,80.217,25.32,1.23
404,Chu,100,KZ,1680569286,30,43.5983,73.7614,5.82,3.43
405,Mbamba,100,NG,1680569287,16,9.9833,13.1,27.03,2.28
406,Goya,22,AR,1680568767,50,-29.14,-59.2626,21.87,3.93
407,Lebu,0,CL,1680569266,76,-37.6167,-73.65,12.91,7.97
408,Tiarei,30,PF,1680569288,75,-17.5333,-149.3333,32.01,2.75
409,Kavaratti,100,IN,1680568766,70,10.5669,72.642,27.38,3.59
410,Dunda,90,TZ,1680569289,98,-8.1167,34.25,16.54,1.09
411,Santarém,0,BR,1680569289,88,-2.4431,-54.7083,25.07,2.06
412,Richards Bay,100,ZA,1680569290,76,-28.783,32.0377,22.59,6.6
413,Mookane,0,BW,1680569290,56,-23.688,26.6595,21.12,0.72
414,Turan,0,VN,1680569290,78,16.0678,108.2208,25.99,3.6
415,Trincomalee,4,LK,1680569290,85,8.5711,81.2335,25.74,3.99
416,Qui Nhon,14,VN,1680569291,76,13.7667,109.2333,27.27,3.09
417,Campos Altos,100,BR,1680569291,91,-19.6961,-46.1714,17.04,0.06
418,Mikkeli,0,FI,1680569291,58,61.6886,27.2723,-5.94,1.54
419,Maceió,40,BR,1680569292,78,-9.6658,-35.7353,27.69,2.06
420,Verkhnetulomskiy,50,RU,1680569293,90,68.6073,31.7962,-4.93,3.46
421,Krasnyy Chikoy,2,RU,1680569293,55,50.3643,108.7512,-6.17,1.42
422,Río Gallegos,0,AR,1680569160,54,-51.6226,-69.2181,11.03,6.69
423,Pelagiada,0,RU,1680569293,93,45.2064,42.0236,4.75,3.0
424,Poronaysk,100,RU,1680569294,82,49.2167,143.1167,2.84,2.51
425,Vung Tau,0,VN,1680569294,78,10.346,107.0843,27.69,4.35
426,Tipuani,100,BO,1680569295,97,-15.5648,-68.0185,21.43,0.62
427,Sabha,0,LY,1680569295,17,27.0377,14.4283,14.43,3.62
428,Kankan,77,GN,1680569295,49,10.3854,-9.3057,27.09,2.41
429,Victor Harbor,100,AU,1680569296,37,-35.5667,138.6167,21.57,1.98
430,Katobu,100,ID,1680569296,81,-4.9408,122.5276,27.11,0.91
431,Abu Dhabi,0,AE,1680569106,66,24.4667,54.3667,23.3,3.6
432,Karwar,44,IN,1680569296,81,14.8,74.1333,21.38,1.98
433,Zachepylivka,100,UA,1680569296,95,49.1939,35.2394,6.82,2.21
434,Venice,0,US,1680569003,88,27.0998,-82.4543,25.55,2.24
435,Skjervøy,99,NO,1680569296,90,70.0311,20.9714,3.0,12.66
436,Am Timan,48,TD,1680569297,15,11.0297,20.2827,29.18,3.25
437,Komsomolets,80,KZ,1680569298,83,53.7453,62.0708,0.52,1.39
438,Agboville,100,CI,1680569300,95,5.928,-4.2132,23.73,1.12
439,Heihe,5,CN,1680569302,26,50.2441,127.4902,1.32,7.69
440,Oddur,30,SO,1680569303,74,4.1213,43.8894,24.95,4.53
441,Sisimiut,5,GL,1680569304,73,66.9395,-53.6735,-14.79,5.53
442,Itanhaém,70,BR,1680569304,83,-24.1831,-46.7889,22.53,3.06
443,Cascais,100,PT,1680569304,79,38.6979,-9.4215,14.17,6.26
444,San Policarpo,77,PH,1680569304,81,12.1791,125.5072,26.5,6.58
445,Buala,100,SB,1680569306,76,-8.145,159.5921,28.35,2.94
446,Westport,0,US,1680569270,73,41.1415,-73.3579,10.62,4.47
447,Petropavlovsk-Kamchatskiy,0,RU,1680569308,45,53.0452,158.6483,3.33,5.0
448,Nouadhibou,100,MR,1680569310,73,20.931,-17.0347,19.99,10.29
449,Gunnedah,4,AU,1680569311,50,-30.9833,150.25,22.87,2.51
450,Barra Patuca,10,HN,1680569311,75,15.8,-84.2833,26.2,6.8
451,Shubarkuduk,85,KZ,1680569311,49,49.1447,56.4872,6.19,4.63
452,Kahului,40,US,1680569311,70,20.8947,-156.47,27.01,7.2
453,Henties Bay,0,NA,1680569311,85,-22.116,14.2845,16.3,3.6
454,Acajutla,12,SV,1680569311,68,13.5928,-89.8275,27.25,3.34
455,Bria,98,CF,1680569312,47,6.5423,21.9863,23.98,1.96
456,Sivas Province,0,TR,1680569313,81,39.7916,37.0019,5.35,5.14
457,Lappeenranta,0,FI,1680569313,68,61.0587,28.1887,-4.14,2.57
458,Arrondissement de Saint-Gaudens,7,FR,1680569314,89,43.0833,0.6667,3.9,1.91
459,Nuevo Progreso,1,MX,1680569315,64,23.1667,-97.95,26.05,1.34
460,Ugoofaaru,6,MV,1680569315,72,5.6667,73.0,27.21,2.13
461,Picota,100,PE,1680568944,97,-6.9197,-76.3304,23.27,0.81
462,Sorong,100,ID,1680569316,84,-0.8833,131.25,26.45,3.57
463,Carutapera,100,BR,1680569316,95,-1.195,-46.02,23.3,1.41
464,Vanimo,100,PG,1680569316,78,-2.6741,141.3028,27.84,1.46
465,Barranca,100,PE,1680569316,80,-10.75,-77.7667,24.73,3.5
466,Troitskiy,76,RU,1680569317,83,57.0603,63.7481,1.79,1.29
467,Mae Sai,2,TH,1680569317,37,20.4335,99.8762,27.36,0.75
468,Bouna,67,CI,1680569317,65,9.2667,-3.0,24.86,1.94
469,Chennai,40,IN,1680569317,88,13.0878,80.2785,28.31,3.09
470,Dalbandin,0,PK,1680569317,16,28.8947,64.4101,17.72,3.42
471,Mogadishu,16,SO,1680569318,75,2.0371,45.3438,27.86,5.21
472,Nabire,100,ID,1680569318,70,-3.3667,135.4833,28.27,0.26
473,Whitehorse,20,CA,1680569318,34,60.7161,-135.0538,-0.5,0.0
474,Vao,18,NC,1680569318,81,-22.6667,167.4833,25.79,3.49
475,Vakhrushev,100,RU,1680569319,80,48.9833,142.9667,4.24,3.66
476,Sajanan,7,TN,1680569319,86,37.0573,9.2426,13.51,5.13
477,Novyy Urgal,100,RU,1680569319,42,51.0736,132.5642,0.17,7.18
478,Kabanjahe,85,ID,1680569319,87,3.1001,98.4908,19.43,0.88
479,Dingle,51,PH,1680569319,62,10.9995,122.6711,29.37,4.29
480,Bucak,100,TR,1680569319,80,37.4592,30.595,10.29,1.27
481,Butterworth,20,MY,1680569116,100,5.3991,100.3638,27.02,1.03
482,Boké,4,GN,1680569319,85,10.9409,-14.2967,23.7,1.48
483,Acuexcomac,20,MX,1680569320,11,19.0333,-98.3833,27.56,9.26
484,Tadine,90,NC,1680569320,72,-21.55,167.8833,28.03,3.17
485,Narok,100,KE,1680569320,92,-1.0783,35.8601,13.48,0.95
486,Tonantins,100,BR,1680569320,97,-2.8731,-67.8022,23.12,0.99
487,Joshīmath,26,IN,1680569320,66,30.5667,79.5667,7.51,2.68
488,Kingaroy,2,AU,1680569320,42,-26.5333,151.8333,26.27,2.14
489,Marzuq,68,YE,1680569321,72,14.4,46.4667,22.42,1.86
490,Pyaozerskiy,85,RU,1680569321,100,65.8333,31.1667,-17.42,1.88
491,Husavik,100,IS,1680569321,96,66.0449,-17.3389,2.34,4.32
492,Kundiawa,99,PG,1680569321,58,-6.0167,144.9667,25.62,0.27
493,Lębork,20,PL,1680569225,63,54.5392,17.7501,1.38,2.24
494,Orsha,100,BY,1680569322,97,54.5153,30.4053,-1.59,4.05
495,Bulawayo,28,ZW,1680569322,74,-20.15,28.5833,14.68,2.01
496,Kaihua,0,CN,1680569322,45,23.3687,104.28,21.6,4.61
497,Portland,75,US,1680568849,80,45.5234,-122.6762,9.89,2.57
498,Stony Plain,0,CA,1680569106,60,53.5334,-114.0021,4.06,4.12
499,Port Hedland,24,AU,1680569322,66,-20.3167,118.5667,31.03,3.09
500,Włoszczowa,15,PL,1680569322,79,50.8526,19.9659,0.1,3.94
501,Pando,100,UY,1680569322,77,-34.7167,-55.95,19.94,0.0
502,Gazli,98,UZ,1680569323,52,40.1333,63.45,10.48,4.61
503,Vera Cruz,99,BR,1680569323,80,-12.6333,-41.0333,21.33,1.92
504,Cooma,100,AU,1680569323,64,-36.2333,149.1333,16.51,1.13
505,Mezőberény,100,HU,1680569324,65,46.8167,21.0333,2.23,9.28
506,Nome,100,US,1680569118,79,64.5011,-165.4064,-7.69,3.6
507,Amapá,14,BR,1680569324,92,1.0,-52.0,21.66,1.41
508,Naze,100,JP,1680569324,61,28.3667,129.4833,19.51,9.63
509,Mandaguaçu,0,BR,1680569324,61,-23.3472,-52.0953,25.78,0.0
510,Ballater,50,GB,1680569324,90,57.0493,-3.0402,3.33,3.03
511,Aliman,100,RO,1680569324,85,44.1833,27.85,7.51,7.58
512,Lugovoy,100,KZ,1680569324,41,42.9472,72.7644,7.4,1.87
513,Alofi,35,NU,1680569325,83,-19.0595,-169.9187,26.94,6.17
514,Columbus,0,US,1680569127,72,39.9612,-82.9988,18.23,0.0
515,Sindor,100,RU,1680569325,91,62.8629,51.8905,-10.89,2.59
516,Leshukonskoye,84,RU,1680569325,96,64.8989,45.7622,-13.38,2.06
517,Slavutych,100,UA,1680569325,98,51.5196,30.7343,0.75,3.7
518,Ranong,85,TH,1680569325,69,9.9658,98.6348,22.96,1.46
519,Kodinsk,100,RU,1680569325,90,58.6881,99.1844,-1.0,4.23
520,Fukuechō,75,JP,1680569325,77,32.6881,128.8419,18.2,4.63
521,Manbij,87,SY,1680569325,69,36.5281,37.9549,12.55,2.95
522,Berlevåg,75,NO,1680569326,86,70.8578,29.0864,1.0,10.29
523,Nantucket,20,US,1680569326,79,41.2835,-70.0995,8.03,6.69
524,Krutinka,6,RU,1680569326,86,56.0055,71.5113,-1.17,3.04
525,Tonj,35,SS,1680569326,16,7.2737,28.6822,26.29,0.55
526,Ilave,100,PE,1680569326,85,-16.0833,-69.6667,6.49,3.43
527,Umm Kaddadah,89,SD,1680569327,11,13.6017,26.6876,24.59,4.94
528,Batagay-Alyta,100,RU,1680569327,73,67.8006,130.4114,-12.5,0.75
529,Quesnel,75,CA,1680569327,52,52.9999,-122.5029,4.28,4.63
530,Bowen,33,AU,1680569327,80,-20.0167,148.2333,26.44,3.08
531,Laje,100,BR,1680569328,61,-10.1833,-40.9667,21.97,1.67
532,Rio Grande,100,BR,1680569328,75,-32.035,-52.0986,20.06,4.61
533,Nadym,7,RU,1680569328,81,65.5333,72.5167,-19.6,5.46
534,Cururupu,87,BR,1680569328,98,-1.8283,-44.8683,22.03,0.74
535,Yatou,100,CN,1680569328,95,37.15,122.3833,10.04,6.16
536,Pucallpa,40,PE,1680569328,83,-8.3791,-74.5539,26.02,2.57
537,Korla,0,CN,1680569329,21,41.7597,86.1469,-0.72,3.7
538,Hambantota,40,LK,1680569329,100,6.1241,81.1185,24.19,1.03
539,Arrondissement de Bastia,86,FR,1680569329,64,42.6667,9.3333,11.28,4.63
540,Aketi,100,CD,1680569329,95,2.7388,23.7833,22.07,0.41
541,Murici,100,BR,1680569329,86,-9.3067,-35.9433,27.16,0.51
542,Sur,25,OM,1680569330,57,22.5667,59.5289,23.08,1.37
543,Guerrero Negro,3,MX,1680569330,68,27.9769,-114.0611,14.77,11.21
544,Mâncio Lima,0,BR,1680569330,97,-7.6142,-72.8958,25.04,1.54
545,La Libertad,100,EC,1680569330,80,-2.2333,-80.9,27.09,3.46
546,Saint-Gabriel,92,CA,1680569331,89,46.3001,-73.3824,1.82,3.36
547,Landskrona,100,SE,1680569331,61,55.8708,12.8302,0.03,1.96
548,Matinhos,30,BR,1680569331,84,-25.8175,-48.5428,21.35,2.96
549,Rocha,100,UY,1680569331,88,-34.4833,-54.3333,16.77,0.54
550,Coyhaique,100,CL,1680569113,62,-45.5752,-72.0662,12.97,1.03
551,Santa Barbara,0,US,1680569245,50,34.7333,-120.0343,12.05,9.77
552,Morros,100,BR,1680569331,93,-9.4467,-46.3003,21.39,2.6
553,Contamana,96,PE,1680569331,95,-7.3333,-75.0167,22.81,0.64
554,Vestmanna,100,FO,1680569332,100,62.1564,-7.1664,6.51,7.2
555,Riyadh,78,SA,1680569050,22,24.6877,46.7219,15.08,0.86
556,Arlit,97,NE,1680569332,7,18.7369,7.3853,25.29,3.74
557,Miyako,4,JP,1680569332,40,39.6367,141.9525,13.49,2.01
558,Madang,60,PG,1680569332,65,-5.2246,145.7966,29.38,0.47
559,Cap Malheureux,92,MU,1680569332,79,-19.9842,57.6142,24.15,5.13
560,Aragarças,7,BR,1680569333,89,-15.8975,-52.2508,22.01,0.75
561,Coatesville,0,US,1680569333,71,39.9832,-75.8238,14.24,0.45
562,Marawi,51,PH,1680569333,62,7.9986,124.2928,24.41,1.78
563,Nhulunbuy,75,AU,1680569334,70,-12.2333,136.7667,31.34,5.66
564,Evensk,2,RU,1680569334,58,61.95,159.2333,-11.84,0.62
565,Ivdel',100,RU,1680569334,96,60.6911,60.4206,-1.73,3.14
